BAL,BAL_solar,BAL_wind-on,BAL_wind-off,BAL_hydro-reservoir,BAL_hydro-ror,Name
31535.39362,0.000265784,0.700142957,0.887952748,44.12044028,595.3062305,
31862.20821,0.050305815,0.691822529,0.890645448,44.12044028,595.3062305,
31958.86372,0.09676379,0.685862913,0.892528955,44.12044028,595.3062305,
31945.49949,0.12145204,0.639111334,0.88761214,44.12044028,595.3062305,
31929.48948,0.13346507,0.63432254,0.893301828,44.12044028,595.3062305,
31948.17572,0.13649838,0.632373865,0.890191476,44.12044028,595.3062305,
31987.20603,0.104479787,0.643225318,0.888935839,44.12044028,595.3062305,
31995.65425,0.072896242,0.622395259,0.885325503,44.12044028,595.3062305,
32101.63428,0.007487408,0.612939033,0.881241081,44.12044028,595.3062305,
32525.35813,0.00E+00,0.612319012,0.875823637,44.12044028,595.3062305,
32583.32167,0,0.617007538,0.868549607,44.12044028,595.3062305,
32586.69825,0,0.620867374,0.862215546,44.12044028,595.3062305,
32240.66962,0,0.624325566,0.85826544,44.12044028,595.3062305,
31657.56973,0,0.624786211,0.864699426,44.12044028,595.3062305,
30948.62956,0,0.62256172,0.874965223,44.12044028,595.3062305,
29689.60422,0,0.607292359,0.879611942,44.12044028,595.3062305,
26347.32575,0,0.613886046,0.868310806,44.12044028,595.3062305,
25377.38728,0,0.627301477,0.852356801,44.12044028,595.3062305,
24773.50009,0,0.649400441,0.854760746,44.12044028,595.3062305,
24645.14598,0,0.674394576,0.870316217,44.12044028,595.3062305,
24604.49843,0,0.696842333,0.884200701,44.12044028,595.3062305,
25455.50204,0,0.71292664,0.892447449,44.12044028,595.3062305,
28527.32912,0,0.7312657,0.900850862,44.12044028,595.3062305,
30685.56741,0,0.746004332,0.903854054,44.12044028,595.3062305,
31530.10882,0.000151939,0.75700415,0.907803565,44.12044028,595.3062305,
31777.5196,0.037107262,0.757062391,0.919126575,44.12044028,595.3062305,
31900.94755,0.096726403,0.742844065,0.914670216,44.12044028,595.3062305,
31938.80046,0.136665351,0.713009733,0.914243909,44.12044028,595.3062305,
31774.38323,0.160805919,0.687997614,0.891346364,44.12044028,595.3062305,
31734.98075,0.154031502,0.683513186,0.854199782,44.12044028,595.3062305,
31789.54064,0.120022331,0.690918265,0.815218439,44.12044028,595.3062305,
31782.81116,0.070985198,0.700610537,0.792309744,44.12044028,595.3062305,
31972.91138,0.007509205,0.703710938,0.762709949,44.12044028,595.3062305,
32377.31632,0.00E+00,0.692378781,0.719602658,44.12044028,595.3062305,
32456.22955,0,0.685172434,0.669656324,44.12044028,595.3062305,
32465.04655,0,0.668716776,0.628408623,44.12044028,595.3062305,
32080.78946,0,0.649185805,0.599321158,44.12044028,595.3062305,
31693.08813,0,0.611392015,0.559901908,44.12044028,595.3062305,
30915.78401,0,0.56182054,0.532988575,44.12044028,595.3062305,
29474.17962,0,0.516970283,0.52760888,44.12044028,595.3062305,
25545.29273,0,0.47639727,0.511788738,44.12044028,595.3062305,
24487.67816,0,0.442037144,0.537231177,44.12044028,595.3062305,
23817.67695,0,0.414330939,0.569163802,44.12044028,595.3062305,
23552.94343,0,0.386557389,0.585009475,44.12044028,595.3062305,
23621.75059,0,0.369270595,0.584579056,44.12044028,595.3062305,
23737.67259,0,0.36470636,0.564887649,44.12044028,595.3062305,
24449.23147,0,0.370928141,0.544172896,44.12044028,595.3062305,
25750.37105,0,0.376148234,0.522488274,44.12044028,595.3062305,
27542.4244,0.000204022,0.374274919,0.510705339,44.12044028,595.3062305,
28455.43296,0.033462947,0.37776852,0.516997283,44.12044028,595.3062305,
28944.18816,0.116744146,0.376134986,0.541141313,44.12044028,595.3062305,
28751.34066,0.210629388,0.356803764,0.516908752,44.12044028,595.3062305,
28766.90406,0.249520122,0.338058673,0.524423874,44.12044028,595.3062305,
28675.68897,0.245489965,0.315188366,0.525477343,44.12044028,595.3062305,
28699.46377,0.185777206,0.296815709,0.553427709,44.12044028,595.3062305,
28704.91434,0.0916766,0.278925611,0.56952443,44.12044028,595.3062305,
29095.67084,0.010540722,0.266051133,0.583641696,44.12044028,595.3062305,
30072.39293,0.00E+00,0.24371339,0.596632011,44.12044028,595.3062305,
30486.43026,0,0.228296677,0.609979695,44.12044028,595.3062305,
30537.6474,0,0.218724394,0.63106799,44.12044028,595.3062305,
30410.04777,0,0.212519262,0.647570275,44.12044028,595.3062305,
29996.57547,0,0.214937937,0.691814574,44.12044028,595.3062305,
29213.54672,0,0.2183843,0.752912324,44.12044028,595.3062305,
28291.29993,0,0.213763858,0.750192919,44.12044028,595.3062305,
25832.9975,0,0.23915444,0.80918725,44.12044028,595.3062305,
24731.13041,0,0.269620745,0.833723179,44.12044028,595.3062305,
24041.01858,0,0.288969198,0.844347937,44.12044028,595.3062305,
23832.85804,0,0.322216848,0.861908353,44.12044028,595.3062305,
23766.84551,0,0.35766917,0.854545637,44.12044028,595.3062305,
23899.42204,0,0.359776208,0.816458836,44.12044028,595.3062305,
24639.00859,0,0.365351912,0.793093954,44.12044028,595.3062305,
25964.36787,0,0.365789225,0.773978104,44.12044028,595.3062305,
27652.0466,0.000181722,0.361253242,0.760206302,44.12044028,595.3062305,
28636.26619,0.028907646,0.351765582,0.720840894,44.12044028,595.3062305,
29343.48085,0.133217706,0.333886009,0.694548154,44.12044028,595.3062305,
29502.15654,0.193872091,0.29551249,0.644225634,44.12044028,595.3062305,
29595.64523,0.225466429,0.286902163,0.631773762,44.12044028,595.3062305,
29605.4874,0.207964736,0.294735324,0.647677849,44.12044028,595.3062305,
29618.84824,0.161136441,0.30477613,0.671095651,44.12044028,595.3062305,
29634.02933,0.065614858,0.327976526,0.683908548,44.12044028,595.3062305,
29902.54543,0.004390812,0.35479626,0.696821098,44.12044028,595.3062305,
30634.30968,0.00E+00,0.377903537,0.702141469,44.12044028,595.3062305,
30918.14558,0,0.392700101,0.710322257,44.12044028,595.3062305,
30909.67706,0,0.404628188,0.742689016,44.12044028,595.3062305,
30687.82749,0,0.419893655,0.772149693,44.12044028,595.3062305,
30269.65233,0,0.438665307,0.798538746,44.12044028,595.3062305,
29499.25701,0,0.453802336,0.812938589,44.12044028,595.3062305,
28628.84312,0,0.44728064,0.820481398,44.12044028,595.3062305,
26870.44563,0,0.45691499,0.825278078,44.12044028,595.3062305,
26163.54224,0,0.459813873,0.823514959,44.12044028,595.3062305,
25825.03479,0,0.459763412,0.823625104,44.12044028,595.3062305,
25718.30028,0,0.462714016,0.822494785,44.12044028,595.3062305,
25743.34045,0,0.464577582,0.815381556,44.12044028,595.3062305,
26756.70082,0,0.45630728,0.815031404,44.12044028,595.3062305,
29891.60368,0,0.442648958,0.809792772,44.12044028,595.3062305,
31527.62206,0,0.425398644,0.795661904,44.12044028,595.3062305,
32030.64485,0.000366537,0.408658138,0.776992436,44.12044028,595.3062305,
32154.97616,0.086189455,0.389702726,0.753068656,44.12044028,595.3062305,
32368.15082,0.212432316,0.355192857,0.726527417,44.12044028,595.3062305,
32388.36633,0.286088444,0.290567918,0.691660974,44.12044028,595.3062305,
32325.98415,0.334669175,0.277795692,0.670109216,44.12044028,595.3062305,
32239.08621,0.324464937,0.296564763,0.646207684,44.12044028,595.3062305,
32233.64579,0.268505591,0.289213706,0.568620126,44.12044028,595.3062305,
32232.47515,0.159288877,0.285274539,0.501134058,44.12044028,595.3062305,
32395.3428,0.015452953,0.27865336,0.486171272,44.12044028,595.3062305,
32843.91735,3.90E-07,0.267220733,0.485765789,44.12044028,595.3062305,
32955.71673,0,0.264341654,0.491188065,44.12044028,595.3062305,
32912.31852,0,0.268638163,0.54185807,44.12044028,595.3062305,
32486.26692,0,0.270049149,0.634755392,44.12044028,595.3062305,
31900.51448,0,0.279937675,0.676959125,44.12044028,595.3062305,
31287.91179,0,0.298641077,0.669944008,44.12044028,595.3062305,
30214.45299,0,0.309444848,0.658363041,44.12044028,595.3062305,
27079.02233,0,0.332828082,0.612995401,44.12044028,595.3062305,
26308.34619,0,0.35770015,0.554602808,44.12044028,595.3062305,
25970.09926,0,0.374999005,0.511782574,44.12044028,595.3062305,
25851.85798,0,0.383091712,0.514289398,44.12044028,595.3062305,
25833.9939,0,0.387326927,0.544385181,44.12044028,595.3062305,
26765.89,0,0.394424118,0.54421977,44.12044028,595.3062305,
29890.04734,0,0.410271419,0.535178063,44.12044028,595.3062305,
31514.98187,0,0.424544373,0.570273947,44.12044028,595.3062305,
32032.87786,0.000490327,0.439672832,0.630929419,44.12044028,595.3062305,
32117.33978,0.082740999,0.446608215,0.677805158,44.12044028,595.3062305,
32368.15082,0.217586228,0.442770774,0.696240144,44.12044028,595.3062305,
32276.15418,0.313187056,0.421677986,0.672630126,44.12044028,595.3062305,
32203.97382,0.358027899,0.418481411,0.658463772,44.12044028,595.3062305,
32169.70387,0.366101926,0.433579151,0.667551819,44.12044028,595.3062305,
32170.99293,0.28662953,0.459127144,0.679713537,44.12044028,595.3062305,
32162.59546,0.179167003,0.493184526,0.657041623,44.12044028,595.3062305,
32265.51017,0.016317948,0.519388547,0.6004824,44.12044028,595.3062305,
32643.82271,1.02E-06,0.516458618,0.539073725,44.12044028,595.3062305,
32721.72094,0,0.505213064,0.488290489,44.12044028,595.3062305,
32703.80949,0,0.494904623,0.454469397,44.12044028,595.3062305,
32297.94295,0,0.481242236,0.433033923,44.12044028,595.3062305,
31695.81511,0,0.469369695,0.408748371,44.12044028,595.3062305,
31015.25785,0,0.454896549,0.360067893,44.12044028,595.3062305,
29794.90757,0,0.433688906,0.338379919,44.12044028,595.3062305,
26514.26357,0,0.423897717,0.335166951,44.12044028,595.3062305,
25614.39425,0,0.410472254,0.337692744,44.12044028,595.3062305,
25103.64559,0,0.397964498,0.363855419,44.12044028,595.3062305,
24974.0075,0,0.383545126,0.387379021,44.12044028,595.3062305,
24947.33656,0,0.361763825,0.368627315,44.12044028,595.3062305,
25948.03644,0,0.341898475,0.347727415,44.12044028,595.3062305,
29332.24814,0,0.329381289,0.335616275,44.12044028,595.3062305,
31124.59754,0,0.320518527,0.328578597,44.12044028,595.3062305,
31681.18889,0.000466203,0.302476793,0.337115571,44.12044028,595.3062305,
31927.99404,0.052210331,0.27710879,0.356299883,44.12044028,595.3062305,
32134.40539,0.129214811,0.247360848,0.351520745,44.12044028,595.3062305,
32184.84098,0.188491998,0.21100971,0.317529852,44.12044028,595.3062305,
32177.32994,0.206350479,0.198397582,0.322337757,44.12044028,595.3062305,
32111.0772,0.190076889,0.205901018,0.31965706,44.12044028,595.3062305,
32088.4426,0.151057005,0.219494301,0.326126081,44.12044028,595.3062305,
32151.99543,0.078643957,0.248557071,0.332800184,44.12044028,595.3062305,
32243.48456,0.004247045,0.273426195,0.33831873,44.12044028,595.3062305,
32651.3236,4.17E-07,0.284652706,0.344177714,44.12044028,595.3062305,
32724.17725,0,0.276195781,0.343737513,44.12044028,595.3062305,
32708.46836,0,0.257927163,0.330298624,44.12044028,595.3062305,
32300.32483,0,0.240779193,0.322560002,44.12044028,595.3062305,
31698.67404,0,0.229342052,0.315012892,44.12044028,595.3062305,
30999.84331,0,0.227247025,0.31400872,44.12044028,595.3062305,
29822.1503,0,0.195513168,0.268805391,44.12044028,595.3062305,
26579.76182,0,0.188353013,0.257240365,44.12044028,595.3062305,
25676.63772,0,0.175800585,0.259652665,44.12044028,595.3062305,
25251.8109,0,0.174609593,0.261178087,44.12044028,595.3062305,
25128.10213,0,0.175203694,0.258942485,44.12044028,595.3062305,
25115.29953,0,0.174120885,0.265689339,44.12044028,595.3062305,
26124.78936,0,0.175751638,0.295240527,44.12044028,595.3062305,
29425.20226,0,0.177197169,0.319323241,44.12044028,595.3062305,
31190.63036,0,0.176751398,0.322967615,44.12044028,595.3062305,
31771.79836,0.000234088,0.177087351,0.332964721,44.12044028,595.3062305,
31900.44682,0.020515155,0.17234761,0.357626669,44.12044028,595.3062305,
32168.40805,0.060650756,0.145227708,0.36889399,44.12044028,595.3062305,
32203.08061,0.07838523,0.112745692,0.35278864,44.12044028,595.3062305,
32158.12944,0.091406722,0.105935668,0.347327036,44.12044028,595.3062305,
32154.61075,0.081553755,0.103592097,0.331740941,44.12044028,595.3062305,
32157.87907,0.056166444,0.115531596,0.342939754,44.12044028,595.3062305,
32146.03058,0.0241688,0.133982193,0.370365088,44.12044028,595.3062305,
32257.38336,0.002510608,0.160910306,0.415702737,44.12044028,595.3062305,
32648.54587,1.14E-06,0.187803302,0.46925061,44.12044028,595.3062305,
32733.30552,0,0.202454381,0.493500516,44.12044028,595.3062305,
32721.49764,0,0.209070794,0.50733689,44.12044028,595.3062305,
32272.6152,0,0.212919571,0.51426604,44.12044028,595.3062305,
31702.37204,0,0.209255552,0.503659517,44.12044028,595.3062305,
31040.48072,0,0.21576231,0.498811487,44.12044028,595.3062305,
29845.63074,0,0.180736876,0.409284552,44.12044028,595.3062305,
26607.62201,0,0.19317659,0.418847478,44.12044028,595.3062305,
25734.76027,0,0.207364639,0.444523788,44.12044028,595.3062305,
25285.59194,0,0.215944865,0.447434375,44.12044028,595.3062305,
25121.50967,0,0.224945886,0.430260267,44.12044028,595.3062305,
25206.80559,0,0.233586825,0.411916649,44.12044028,595.3062305,
26213.47877,0,0.239750655,0.403940933,44.12044028,595.3062305,
29530.2451,0,0.249197251,0.404078998,44.12044028,595.3062305,
31251.90619,0,0.25573182,0.409424708,44.12044028,595.3062305,
31780.12139,0.000239735,0.266642523,0.421786411,44.12044028,595.3062305,
32018.14676,0.019933543,0.284133611,0.427074127,44.12044028,595.3062305,
32276.69552,0.069402043,0.273726262,0.421094214,44.12044028,595.3062305,
32322.8444,0.101265941,0.240246609,0.354513485,44.12044028,595.3062305,
32323.73422,0.124293735,0.224969467,0.324443024,44.12044028,595.3062305,
32311.76731,0.128171626,0.21442327,0.295667201,44.12044028,595.3062305,
32304.38823,0.097379206,0.217897947,0.283762886,44.12044028,595.3062305,
32307.81556,0.05341554,0.232297123,0.293985215,44.12044028,595.3062305,
32426.42901,0.006190217,0.259252037,0.324843823,44.12044028,595.3062305,
32809.77259,2.64E-06,0.290690202,0.358130898,44.12044028,595.3062305,
32891.62595,0,0.305300813,0.379312922,44.12044028,595.3062305,
32881.55711,0,0.308034238,0.385052547,44.12044028,595.3062305,
32501.94874,0,0.306640684,0.388579776,44.12044028,595.3062305,
31915.8715,0,0.300371495,0.385830923,44.12044028,595.3062305,
31303.67481,0,0.288965151,0.378565612,44.12044028,595.3062305,
30260.24662,0,0.229261603,0.37857173,44.12044028,595.3062305,
26513.12677,0,0.237342958,0.36194728,44.12044028,595.3062305,
25677.69164,0,0.258003073,0.349641733,44.12044028,595.3062305,
25212.53022,0,0.265586085,0.334747122,44.12044028,595.3062305,
25088.03313,0,0.272509015,0.323601642,44.12044028,595.3062305,
25095.73701,0,0.279109649,0.316398932,44.12044028,595.3062305,
25150.00085,0,0.291505174,0.323027542,44.12044028,595.3062305,
25971.82477,0,0.301455583,0.335918649,44.12044028,595.3062305,
27194.24227,0,0.311918441,0.328556358,44.12044028,595.3062305,
28577.33502,0.000469777,0.320712114,0.316606685,44.12044028,595.3062305,
29301.83183,0.061602046,0.319470073,0.323929409,44.12044028,595.3062305,
29812.69045,0.166137465,0.332651375,0.32364745,44.12044028,595.3062305,
29905.14385,0.219133782,0.366461625,0.352322645,44.12044028,595.3062305,
29903.78374,0.248783983,0.347448488,0.319587624,44.12044028,595.3062305,
29891.99953,0.216303974,0.327650906,0.279915652,44.12044028,595.3062305,
29863.05498,0.173251258,0.303212303,0.246676752,44.12044028,595.3062305,
29900.43761,0.103754477,0.294510413,0.239307482,44.12044028,595.3062305,
30186.04977,0.01438188,0.303018361,0.23832718,44.12044028,595.3062305,
30915.87874,8.28E-06,0.319118799,0.25037329,44.12044028,595.3062305,
31173.16551,0,0.32536952,0.271502614,44.12044028,595.3062305,
31118.39586,0,0.32443957,0.295177397,44.12044028,595.3062305,
30818.94241,0,0.313843266,0.310897135,44.12044028,595.3062305,
30421.67973,0,0.302538406,0.31632361,44.12044028,595.3062305,
29600.58831,0,0.294584344,0.322039515,44.12044028,595.3062305,
28706.72105,0,0.243249764,0.34742442,44.12044028,595.3062305,
26677.8062,0,0.237555483,0.356534801,44.12044028,595.3062305,
25758.30162,0,0.237590087,0.337377819,44.12044028,595.3062305,
25377.98275,0,0.240807884,0.306518537,44.12044028,595.3062305,
25230.3537,0,0.242784305,0.286245323,44.12044028,595.3062305,
25224.22307,0,0.242604082,0.281901016,44.12044028,595.3062305,
25294.77943,0,0.247220604,0.302203063,44.12044028,595.3062305,
26165.34387,0,0.248897931,0.327572265,44.12044028,595.3062305,
27221.73706,0,0.250960814,0.348676952,44.12044028,595.3062305,
28553.02227,0.000763676,0.248567163,0.356644234,44.12044028,595.3062305,
29282.35727,0.092516481,0.249047723,0.36816092,44.12044028,595.3062305,
29806.51922,0.216979825,0.237511994,0.360980773,44.12044028,595.3062305,
29904.32507,0.275931945,0.201102917,0.34036662,44.12044028,595.3062305,
29911.70078,0.308736774,0.177390813,0.324436236,44.12044028,595.3062305,
29880.33713,0.326715669,0.164207053,0.317003674,44.12044028,595.3062305,
29886.92113,0.281258123,0.171645373,0.317829953,44.12044028,595.3062305,
29887.58088,0.196960653,0.184225425,0.317691165,44.12044028,595.3062305,
30192.3022,0.046531238,0.197730652,0.344432568,44.12044028,595.3062305,
30914.47803,2.03E-05,0.219073995,0.368734873,44.12044028,595.3062305,
31169.29158,0,0.231655663,0.398948763,44.12044028,595.3062305,
31147.75318,0,0.238996075,0.434223286,44.12044028,595.3062305,
30896.18765,0,0.24696175,0.474098974,44.12044028,595.3062305,
30451.5953,0,0.254015877,0.510251898,44.12044028,595.3062305,
29609.63877,0,0.259067369,0.552978813,44.12044028,595.3062305,
28774.59103,0,0.200475196,0.523627934,44.12044028,595.3062305,
27168.86885,0,0.216799893,0.576281736,44.12044028,595.3062305,
26400.70146,0,0.2373467,0.602230042,44.12044028,595.3062305,
26042.49954,0,0.247098607,0.635194621,44.12044028,595.3062305,
25960.92362,0,0.254021071,0.662488543,44.12044028,595.3062305,
25941.76033,0,0.271366379,0.710726569,44.12044028,595.3062305,
26879.89194,0,0.294276875,0.749984847,44.12044028,595.3062305,
29982.10488,0,0.317090912,0.782568322,44.12044028,595.3062305,
31630.29317,0,0.348984235,0.809358278,44.12044028,595.3062305,
32113.24931,0.00093665,0.377841713,0.83638727,44.12044028,595.3062305,
32210.9063,0.121303593,0.384571655,0.859335345,44.12044028,595.3062305,
32386.16716,0.272366138,0.387543184,0.871781539,44.12044028,595.3062305,
32305.50135,0.365849033,0.347629586,0.836873816,44.12044028,595.3062305,
32351.09536,0.418259944,0.353528869,0.845470563,44.12044028,595.3062305,
32329.34043,0.412316732,0.374527105,0.85306191,44.12044028,595.3062305,
32334.84175,0.349869332,0.405946676,0.858076716,44.12044028,595.3062305,
32324.4278,0.236577625,0.446985462,0.872149858,44.12044028,595.3062305,
32451.96653,0.043011385,0.498772257,0.890543614,44.12044028,595.3062305,
32849.00591,2.81E-05,0.565945942,0.906476493,44.12044028,595.3062305,
32942.23409,0,0.607722588,0.917517602,44.12044028,595.3062305,
32946.09787,0,0.63987488,0.922858667,44.12044028,595.3062305,
32588.21399,0,0.669521598,0.928862878,44.12044028,595.3062305,
32005.27312,0,0.696623106,0.932153846,44.12044028,595.3062305,
31385.17969,0,0.723824526,0.934045529,44.12044028,595.3062305,
30330.20412,0,0.713144421,0.928015463,44.12044028,595.3062305,
27168.87392,0,0.743837337,0.932781923,44.12044028,595.3062305,
26376.44793,0,0.762215879,0.935298179,44.12044028,595.3062305,
26028.62781,0,0.781970281,0.936233674,44.12044028,595.3062305,
25919.23399,0,0.80396707,0.936652153,44.12044028,595.3062305,
25903.55725,0,0.824172048,0.936898099,44.12044028,595.3062305,
26806.98754,0,0.841783455,0.93697656,44.12044028,595.3062305,
29912.97291,0,0.85442614,0.937306368,44.12044028,595.3062305,
31536.81124,0,0.865081783,0.937164474,44.12044028,595.3062305,
31973.47979,0.001023354,0.867478383,0.937266322,44.12044028,595.3062305,
32121.69754,0.117964703,0.851783958,0.936906009,44.12044028,595.3062305,
32342.80616,0.241559449,0.826198219,0.935086674,44.12044028,595.3062305,
32407.19129,0.309462409,0.750005775,0.926962128,44.12044028,595.3062305,
32350.49313,0.328080455,0.76254067,0.925485109,44.12044028,595.3062305,
32314.02062,0.314535344,0.757117368,0.922856373,44.12044028,595.3062305,
32309.73392,0.235573847,0.761804738,0.916651682,44.12044028,595.3062305,
32345.479,0.11289764,0.771911912,0.909752202,44.12044028,595.3062305,
32504.77384,0.010507327,0.764757853,0.899586389,44.12044028,595.3062305,
32900.30763,3.44E-05,0.758194202,0.89593676,44.12044028,595.3062305,
32955.71673,0,0.74908895,0.888562362,44.12044028,595.3062305,
32890.75982,0,0.743769214,0.876856771,44.12044028,595.3062305,
32479.57465,0,0.735728121,0.864996383,44.12044028,595.3062305,
31843.63362,0,0.728516308,0.849008674,44.12044028,595.3062305,
31238.30851,0,0.720764941,0.836333228,44.12044028,595.3062305,
30143.32484,0,0.654427394,0.828577332,44.12044028,595.3062305,
26827.2538,0,0.675513059,0.838769288,44.12044028,595.3062305,
26073.67034,0,0.687226862,0.84870027,44.12044028,595.3062305,
25699.67495,0,0.690217446,0.858323535,44.12044028,595.3062305,
25543.50463,0,0.673472641,0.860970041,44.12044028,595.3062305,
25446.21136,0,0.653129342,0.856378746,44.12044028,595.3062305,
26369.60003,0,0.633436615,0.856936783,44.12044028,595.3062305,
29605.45356,0,0.59714274,0.863486485,44.12044028,595.3062305,
31328.53904,0,0.564955639,0.866632821,44.12044028,595.3062305,
31830.26601,0.000733631,0.547019769,0.872332587,44.12044028,595.3062305,
32060.28299,0.061766707,0.498234612,0.873494772,44.12044028,595.3062305,
32236.97838,0.130881652,0.456358269,0.861122808,44.12044028,595.3062305,
32191.86481,0.167037769,0.397437378,0.830679845,44.12044028,595.3062305,
32173.37819,0.171914529,0.370529725,0.815958256,44.12044028,595.3062305,
32192.00691,0.164369519,0.358452546,0.7693333,44.12044028,595.3062305,
32186.98264,0.114590229,0.357914403,0.738161906,44.12044028,595.3062305,
